provider,offer_state,offer_created,offer_id,buuid,trading_name,business_type,industry_l1,industry_l2,industry_l3,retail_location,intended_product,primary_service,province,current_transaction_profile,current_size,owner_nationality
Retail Capital,5. offer rejected : provider,2021-10-30 03:42:38,1635565357554-9841450c-561e-4c51-a44d-b73544f42a36,1601367687832-77fc24dd-a571-441c-afec-7a68922b5f0e,Boude en Blaaie verwerking(pty)ltd,Company,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,In-Person,Card Machine,Gauteng,Daily,4 - small_1,South African
Lulalend,5. offer rejected : provider,2021-11-11 02:49:03,deffdb2c-eb03-4022-8e5f-25f62ffc224e,1581669839783-dd6eb860-eead-4e3e-8a19-159b25342443,Nthejane liquor store,Sole Proprietor,"Food, drink and hospitality",Sit-in,Wine Farm,Yoco Online,In-Person,Card Machine,Free State,Daily,5 - small_2,South African
Lulalend,5. offer rejected : provider,2021-11-10 11:04:57,321e5086-96e9-4b1e-aef1-090beb2d9f1e,1581669839783-dd6eb860-eead-4e3e-8a19-159b25342443,Nthejane liquor store,Sole Proprietor,"Food, drink and hospitality",Sit-in,Wine Farm,Yoco Online,In-Person,Card Machine,Free State,Daily,5 - small_2,South African
Retail Capital,5. offer rejected : provider,2021-09-22 16:38:15,1632328695318-8da76f46-c359-4708-93b7-c1047c8054f0,1499786536388-78153cc6-e385-476b-aaf4-3989e25bc143,Amman Store,Sole Proprietor,Retail,Other retail,Other Retail,Yoco Online,In-Person,Card Machine,Eastern Cape,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-03 09:23:11,1635931390971-415bb642-9708-4d3f-8168-38b2b57f7ea8,1605537386718-c1e4b8c0-c167-47f8-941d-a3e7de332455,Monocle and Mermaid,Company,"Food, drink and hospitality",Sit-in,Restaurant,Takealot,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Lulalend,5. offer rejected : provider,2021-10-21 10:32:20,fc001c71-4f9e-47f5-b9cb-2bce44a0f066,1606244894944-ed2fc1e0-72f5-49cb-b331-3118026b3316,Judds Local Pty Ltd,Company,"Food, drink and hospitality",Sit-in,Restaurant,Yoco Online,In-Person,Card Machine,Western Cape,Daily,6 - small_3,South African
Lulalend,5. offer rejected : provider,2021-10-22 02:32:40,737e40c5-88de-495e-9474-0b8b1beefdda,1606244894944-ed2fc1e0-72f5-49cb-b331-3118026b3316,Judds Local Pty Ltd,Company,"Food, drink and hospitality",Sit-in,Restaurant,Yoco Online,In-Person,Card Machine,Western Cape,Daily,6 - small_3,South African
Retail Capital,5. offer rejected : provider,2021-11-18 14:57:36,1637247455564-393bb143-dba3-471a-9ca5-1a36b9b6c3ba,1520801970995-9956d864-e379-469b-9044-0851d2c7afc8,Coach Kissy,Sole Proprietor,Personal services,Personal services,Other Services,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-09-23 10:09:44,1632391784233-2be04823-225c-47d7-a8ee-54c47c6b3acd,1579300600479-2b273a28-75c3-4b62-84a2-302b0690ec75,Wattace Place,Sole Proprietor,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Yoco Online,In-Person,Card Machine,Western Cape,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-09-23 20:51:56,1632430315983-b97f7303-0216-4687-9f73-43164e5cf757,1581591996831-9061f05a-372d-496b-b5be-f8e805b392b3,J_Sweets1416,Sole Proprietor,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,In-Person,Card Machine,Kwazulu-Natal,Weekly,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-21 07:05:05,1634799905306-08c69c11-076f-4360-b7b8-358f7a482543,1586897559191-f97b47c8-b64c-4bf3-958c-c8620c23f989,Two Spoons & Co,Sole Proprietor,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,In-Person,Card Machine,Free State,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-10-27 05:16:25,1635311784823-3f2ca86c-39c4-4394-a88f-3b4b2385e72a,1591146828456-39cda131-8c48-4ed1-8cf9-d53d36f299dc,GMSA,Sole Proprietor,Professional services,Creative services,Photography/Art/Graphics/Design,Yoco Online,Online,Payment Request,Western Cape,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-28 18:53:27,1635447207214-67603293-721b-4fd8-8d06-62f959d41a08,1591146828456-39cda131-8c48-4ed1-8cf9-d53d36f299dc,GMSA,Sole Proprietor,Professional services,Creative services,Photography/Art/Graphics/Design,Yoco Online,Online,Payment Request,Western Cape,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-27 12:30:25,1635337825163-e5528aac-c541-4df7-be36-3e346f0e12d3,1591146828456-39cda131-8c48-4ed1-8cf9-d53d36f299dc,GMSA,Sole Proprietor,Professional services,Creative services,Photography/Art/Graphics/Design,Yoco Online,Online,Payment Request,Western Cape,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-28 11:17:14,1635419834064-0eba3f04-d8aa-4192-9eb6-b51e1bae6798,1591146828456-39cda131-8c48-4ed1-8cf9-d53d36f299dc,GMSA,Sole Proprietor,Professional services,Creative services,Photography/Art/Graphics/Design,Yoco Online,Online,Payment Request,Western Cape,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-28 08:45:28,1635410727586-89a70485-2ced-4f8b-b9d8-411e4f49899c,1591146828456-39cda131-8c48-4ed1-8cf9-d53d36f299dc,GMSA,Sole Proprietor,Professional services,Creative services,Photography/Art/Graphics/Design,Yoco Online,Online,Payment Request,Western Cape,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-28 04:08:00,1635394079835-cd8e1a4c-0c1e-4086-b8d3-63f5b0c55ed3,1591146828456-39cda131-8c48-4ed1-8cf9-d53d36f299dc,GMSA,Sole Proprietor,Professional services,Creative services,Photography/Art/Graphics/Design,Yoco Online,Online,Payment Request,Western Cape,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-22 11:38:46,1637581126074-5b18eedb-298f-4caa-b0fa-6ba474faa042,1592288774385-cad9392f-8933-4374-ba9f-8e5d01899299,Lalla's Snoepie,Sole Proprietor,Retail,Retail art,Craft market,Yoco Online,In-Person,Card Machine,Western Cape,Weekly,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-09-29 10:12:20,1632910340315-f59731f2-2a1c-48b6-adea-3883bb24fcce,1598002265290-b9dcf210-1224-4833-8f4d-fc21757214b4,De Molen,Sole Proprietor,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Yoco Online,In-Person,Card Machine,Western Cape,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-09-12 15:34:32,1631460871937-b98c7640-2cd1-4924-97d3-9f12c97dec63,1603903434921-c575c532-b033-410a-9de9-f2d7e18f8401,Salon Belissima,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Gauteng,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-09-28 02:53:45,1632797624711-0531b557-c3bf-4d54-922c-9afdbb59fbb7,1603903434921-c575c532-b033-410a-9de9-f2d7e18f8401,Salon Belissima,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Gauteng,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-02 09:45:13,1635846312880-8e7c622b-155f-4fe0-b14e-662cc514d446,1605686630461-94a8f9f9-7721-46f5-b4e9-4b65b408e7e5,Martie Se Kombuis,Company,"Food, drink and hospitality",Sit-in,Restaurant,Yoco Online,In-Person,Card Machine,Western Cape,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-10-15 15:44:42,1634312681826-f3339f9e-90c8-4e60-bdc9-dfd029f83845,1606844409968-52d0cf22-ddf5-4407-972c-414cf9a96638,Re.Fresh.Juvinate.Vitalise,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Western Cape,Daily,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-11-07 08:13:11,1636272790535-d63bde52-de0f-46a5-ac1d-351939c0ac0e,1504518484351-230dcfed-815c-4363-b051-45e130cd9c1d,Natural beauty salon,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Gauteng,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-18 16:05:30,1634573130067-0ea71794-5c45-4d04-b622-f7e48aea8a40,1513849122969-936e9a7b-c1b1-48de-9dd4-f182284b859d,Mapule Nyama Rama,Company,"Food, drink and hospitality",Takeaway,Caterer,Yoco Online,In-Person,Card Machine,Gauteng,Daily,5 - small_2,South African
Retail Capital,5. offer rejected : provider,2021-10-18 07:42:35,1634542955490-8005c7f7-941d-44e4-8717-093e199a9d57,1513849122969-936e9a7b-c1b1-48de-9dd4-f182284b859d,Mapule Nyama Rama,Company,"Food, drink and hospitality",Takeaway,Caterer,Yoco Online,In-Person,Card Machine,Gauteng,Daily,5 - small_2,South African
Retail Capital,5. offer rejected : provider,2021-10-28 08:55:45,1635411344554-e647e031-0a5b-405b-b2c5-dfb63f2698cf,1527233257004-13587f24-7c52-42fe-b08c-0dca6106e4e6,The Mix Cut & Colab,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Yoco Store Johannesburg,In-Person,Card Machine,Gauteng,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-05 21:12:06,1636146725703-d033919e-d875-4616-85a5-97da19e1769a,1550138047147-210d6ec8-e4b1-49a1-afad-a1cceba5ed2f,Saleh Motor Spares,Company,Retail,Retail transport,Automotive Parts/Accessories,Yoco Online,In-Person,Card Machine,Free State,Daily,5 - small_2,South African
Retail Capital,5. offer rejected : provider,2021-11-18 14:37:56,1637246276378-a88f74c8-f834-42f1-9a2c-fbaec3dd86a3,1568643569905-6e12b5ac-cfb8-431d-8aca-caa574fb5d34,Salon Miabelle,Company,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-31 18:03:20,1635703400400-149fb668-0582-46b9-8d0a-3459541f5366,1570610804261-f84376e3-6bd3-4c1f-a4c8-8b63b6ec4b27,Hair we go,Company,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Lulalend,5. offer rejected : provider,2021-11-25 06:17:22,8355f081-965e-4b76-bf6e-086a72e32638,1578390627124-52e01163-6e27-4e85-8468-51c7f8ee6e24,Laptop Services Corporation as a Division of Bargain,Sole Proprietor,Home and repair,Asset repair,Computer Services,Yoco Online,In-Person,Card Machine,Western Cape,Daily,5 - small_2,Foreigner
Lulalend,5. offer rejected : provider,2021-11-25 12:33:30,16434f93-7775-4f41-b243-b3120b388055,1578390627124-52e01163-6e27-4e85-8468-51c7f8ee6e24,Laptop Services Corporation as a Division of Bargain,Sole Proprietor,Home and repair,Asset repair,Computer Services,Yoco Online,In-Person,Card Machine,Western Cape,Daily,5 - small_2,Foreigner
Retail Capital,5. offer rejected : provider,2021-11-25 15:59:33,1637855972724-8e9c5f66-3abc-462f-a7f0-367614010464,1578390627124-52e01163-6e27-4e85-8468-51c7f8ee6e24,Laptop Services Corporation as a Division of Bargain,Sole Proprietor,Home and repair,Asset repair,Computer Services,Yoco Online,In-Person,Card Machine,Western Cape,Daily,5 - small_2,Foreigner
Retail Capital,5. offer rejected : provider,2021-09-22 17:46:56,1632332815879-764b71d2-56e6-4c56-b460-01975de3bd8a,1582364338756-a3277867-fddc-48b3-8361-db0474c692a0,Southview guesthouse,Sole Proprietor,Travel and tourism,Accomodation,Hotel,Takealot,In-Person,Card Machine,Gauteng,Monthly,1 - low_volume,South African
Lulalend,5. offer rejected : provider,2021-09-29 01:49:13,b27223f1-a837-4b3e-b590-79803a371478,1592738706633-e2f4498c-71bb-4500-b2e6-8ba844432a8d,Soul Thai Spa Centurion,Company,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Incredible Connection,In-Person,Card Machine,Gauteng,Daily,6 - small_3,South African
Retail Capital,5. offer rejected : provider,2021-09-29 07:02:33,1632898953103-2620696f-7718-46d1-bf16-6e931ef6a6e3,1592738706633-e2f4498c-71bb-4500-b2e6-8ba844432a8d,Soul Thai Spa Centurion,Company,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Incredible Connection,In-Person,Card Machine,Gauteng,Daily,6 - small_3,South African
Retail Capital,5. offer rejected : provider,2021-09-12 20:25:16,1631478316106-d63c05e1-6b07-4ac5-93c1-bc15af2fbd7e,1601270222743-4b9129e3-fbad-49a5-a536-aca523da26bc,Hair castle,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Yoco Online,In-Person,Card Machine,Western Cape,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-18 10:48:44,1637232524017-a0df9536-44dd-4b57-b1c0-4bdd38c0d680,1601529711320-bfbae0e3-e21f-4f79-8f92-ffc3073bfcf8,Cape driving school,Sole Proprietor,Professional services,Other services,Other,Yoco Online,In-Person,Card Machine,Western Cape,Weekly,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-10-31 07:19:42,1635664781850-b9fea632-52b3-4ee6-8953-c5cb5d014f5e,1588145636493-7f53adc5-0dfd-4a87-b23b-c9d315e10acf,Cannabist,Company,"Healthcare, beauty and fitness",Health,Medical & Health Practitioners/Services,Yoco Online,Online,Payment Request,Gauteng,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-18 11:54:33,1637236472797-1907104f-cd2c-45e5-b8f1-a5fe837e725a,1478954518173-498e0512-7304-4e8e-93fb-0aa5eda99b5c,Spray tan Port Elizabeth,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Eastern Cape,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-18 10:47:00,1637232419548-d6eed089-c408-4a4a-810f-4e27951136e5,1478954518173-498e0512-7304-4e8e-93fb-0aa5eda99b5c,Spray tan Port Elizabeth,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Eastern Cape,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-09-03 03:53:34,1630641214469-51c25562-1382-4846-9735-ac2b9a2eb49a,1496749819797-425dc084-d946-4b85-8635-be8a2295cc75,CS Nailworx & Beauty,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Gauteng,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-09-06 08:40:37,1630917637067-8124cc5a-447c-4952-9be4-1f2b9d2a20ed,1529666432640-e957ee4b-78bc-462b-ac88-74e1b45337ab,Bella'Mor Aesthetics,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Eastern Cape,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-18 21:24:52,1637270692381-924d7be2-9de1-4aeb-ad6d-d95e7f58cddb,1554474923734-7ba6b899-2bbd-468a-b56c-6b83125358f7,The Playground Fitness Studio,Company,"Healthcare, beauty and fitness",Sport,Sport & Fitness,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-18 13:30:03,1637242202607-3374130e-bddf-464c-afd4-9234b841d9ad,1554474923734-7ba6b899-2bbd-468a-b56c-6b83125358f7,The Playground Fitness Studio,Company,"Healthcare, beauty and fitness",Sport,Sport & Fitness,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-03 16:35:01,1635957301473-28df6b80-2265-430e-a2d4-2addbed6e2a8,1556345949340-f416e50d-f254-43ea-8d0d-ff8d6701e1e1,Autumn skies trading,Sole Proprietor,Retail,Other retail,Other Retail,Yoco Online,In-Person,Card Machine,Western Cape,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-10-11 12:51:40,1633956700040-09023993-51e3-47f4-8a65-6b12f2db396d,1562706340143-9d8cd2e6-ba1f-415e-9430-c06ae86e6131,Deli'licious,Sole Proprietor,"Food, drink and hospitality",Other food,Other,Yoco Online,In-Person,Card Machine,Kwazulu-Natal,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-29 06:59:32,1638169172007-e483cab7-2077-4a3e-b1ec-d2afdde3f7a7,1575035333365-5ad1d99f-c8cf-4a4c-9d0e-484e941258d1,DMD Foods,Company,"Food, drink and hospitality",Sit-in,Café,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-25 17:40:47,1637862047197-60fe4359-ab4c-4aaf-80c4-912b815c2bd5,1575035333365-5ad1d99f-c8cf-4a4c-9d0e-484e941258d1,DMD Foods,Company,"Food, drink and hospitality",Sit-in,Café,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-20 15:39:19,1634744359261-b4745034-8ce3-4d37-9cb1-86d86724dc1d,1581747840696-22e498e7-f2eb-4e15-9b20-8a400f37d916,Sian's cut & style hair salon,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-04 11:55:13,1636026913088-a1d53f3b-d874-46d5-be7c-2915783e94af,1598161007579-192f7c42-ffa1-4d2d-b189-e8c74380c7cf,Not So Famous (PTY) LTD,Company,"Food, drink and hospitality",Sit-in,Restaurant,Incredible Connection,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-26 12:50:06,1635252605980-27d02cfa-fd2f-4203-9917-f2511f23906c,1598161007579-192f7c42-ffa1-4d2d-b189-e8c74380c7cf,Not So Famous (PTY) LTD,Company,"Food, drink and hospitality",Sit-in,Restaurant,Incredible Connection,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-09-09 11:52:01,1631188320869-522c92d2-2207-4161-a8e5-1a1b955af556,1602079725480-b17c6c01-1b82-4ffa-b5ae-9dced2eb16e7,Van's Tavern,Sole Proprietor,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Takealot,In-Person,Card Machine,Eastern Cape,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-31 10:22:33,1635675753235-531f6bf2-6f58-474a-a3cc-b42a8cba3765,1606753055023-4d6a9e44-87ad-4a9c-badd-4c33f16fa177,Valhalla Car Wash,Sole Proprietor,Home and repair,Asset repair,Automotive services,Other,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-26 10:41:45,1637923305164-a657bc5c-9dab-4099-b3d6-4e01203473da,1608344118230-91220b19-a0ca-4ff5-8d56-0b2bc041d7c4,Bentley Photography,Company,Professional services,Creative services,Photography/Art/Graphics/Design,Yoco Online,In-Person,Card Machine,Western Cape,Daily,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-10-11 09:55:59,1633946159401-3a4e5cee-fbec-4704-83d2-e5b8ea192492,1591188999854-da77ff0f-1770-42af-b210-ca5a208be11f,Butcher X Chef,Company,"Food, drink and hospitality",Sit-in,Restaurant,Yoco Online,In-Person,Card Machine,Mpumalanga,Weekly,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-06 07:37:47,1633505867292-aa7fa020-1472-4e2f-af6d-73578bba64e8,1591188999854-da77ff0f-1770-42af-b210-ca5a208be11f,Butcher X Chef,Company,"Food, drink and hospitality",Sit-in,Restaurant,Yoco Online,In-Person,Card Machine,Mpumalanga,Weekly,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-12 10:17:28,1634033848306-7b5d9736-fa16-4347-a5eb-f566db5be018,1591188999854-da77ff0f-1770-42af-b210-ca5a208be11f,Butcher X Chef,Company,"Food, drink and hospitality",Sit-in,Restaurant,Yoco Online,In-Person,Card Machine,Mpumalanga,Weekly,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-05 14:48:41,1633445320973-cebc0f76-5dda-4731-8bdd-0d53645f2179,1591188999854-da77ff0f-1770-42af-b210-ca5a208be11f,Butcher X Chef,Company,"Food, drink and hospitality",Sit-in,Restaurant,Yoco Online,In-Person,Card Machine,Mpumalanga,Weekly,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-18 21:14:25,1634591665204-f0d783dc-3c11-4245-b92c-3df4bf55b2ec,1594741366016-a9b135c0-7f6a-41df-ac28-e6d548d367eb,Love that Style,Company,Personal services,Education,Education/tutor,Takealot,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-09-15 10:08:29,1631700508768-31e009c6-18dc-4949-bcad-317e77dc95aa,1595511590312-7a479a3e-8f60-4807-b3b9-64d6e280072b,Nutrire,Company,Personal services,Personal services,Other Services,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Lulalend,5. offer rejected : provider,2021-11-22 10:45:07,7219ac70-27c9-492c-99ca-35d508f6fc8a,1596611120961-655c4d79-902b-40ce-957d-92a4feffccad,Lynsaro corporate  investments (PTY) LTD,Company,"Food, drink and hospitality",Sit-in,Restaurant,Yoco Online,In-Person,Card Machine,Gauteng,Daily,5 - small_2,Foreigner
Lulalend,5. offer rejected : provider,2021-11-22 02:16:08,50e672b7-3715-455f-8b58-20f76e5f33ae,1596611120961-655c4d79-902b-40ce-957d-92a4feffccad,Lynsaro corporate  investments (PTY) LTD,Company,"Food, drink and hospitality",Sit-in,Restaurant,Yoco Online,In-Person,Card Machine,Gauteng,Daily,5 - small_2,Foreigner
Retail Capital,5. offer rejected : provider,2021-10-19 15:22:56,1634656976082-809239e7-13c0-4bdc-80fe-0374811e248b,1606144092277-c75b353c-77c0-429a-bd35-0ab5da2e38a2,Taste Fundi,Sole Proprietor,"Food, drink and hospitality",Takeaway,Bakery,Yoco Online,In-Person,Card Machine,Western Cape,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-24 10:25:55,1637749555236-dbc9078f-48b2-4997-86bb-9f9473a952f8,1606306599883-71371bb8-12c1-4d48-93f1-a02eb20748d0,Juicy Pub and Grill,Sole Proprietor,"Healthcare, beauty and fitness",Sport,Recreation/Sports,Yoco Online,In-Person,Card Machine,Gauteng,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-26 11:45:03,1637927102537-cecb0251-5a35-4844-81df-bec68e4bde1e,1609326140116-5339aed6-b34d-4bee-a6df-c5d0989bc378,Fridgeman,Sole Proprietor,Home and repair,Home repair,Electrical services,Other,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-01 07:43:04,1633074184394-5517725b-86d5-4faa-bc61-a08c681533ea,1609943148307-bb37c0dc-0336-4477-bd56-f6f8e3090ebf,Crystal Fit,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Takealot,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-19 06:13:11,1637302391147-896a8f69-99c4-45ee-aeca-baafd5654cf0,1610643199088-595f1031-f269-453d-97e8-07ff3457155d,National Fisheries,Sole Proprietor,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Other,In-Person,Card Machine,Free State,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-09-15 20:47:18,1631738838450-518e09ea-bda0-40ee-a745-d7c744a388dc,1610813596953-6c39ff53-00f2-488e-a442-7ad6b8ecd6c2,Dr John H van der Linde,Sole Proprietor,"Healthcare, beauty and fitness",Health,Medical & Health Practitioners/Services,Shopify,In-Person,Card Machine,Free State,Weekly,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-09-18 12:54:15,1631969655092-71179ccf-bd81-4bea-bca1-94f9d4e1d9f0,1614264451572-ec49f9e2-79e7-4a8f-98d6-fad971b43dcf,Raps Tarven,Sole Proprietor,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Yoco Online,In-Person,Card Machine,North West,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-11 18:41:24,1633977684166-fc26719c-5578-4c26-b6ff-85cc445dd632,1614856620057-f471070d-e5f8-4c95-a340-ae24324de3cd,Mrs E Chetty,Company,"Food, drink and hospitality",Takeaway,Caterer,Incredible Connection,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-09-04 05:41:18,1630734077857-52101469-1ef9-489d-9ec5-54de676336b2,1475575761198-8694c56c-72c2-4277-81b6-fc350e030642,Dimension Hair Studio,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Yoco Online,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-09-05 17:51:31,1630864291262-8af4381e-7e67-430f-8dc9-751cfc25d881,1475575761198-8694c56c-72c2-4277-81b6-fc350e030642,Dimension Hair Studio,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Yoco Online,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-25 13:22:23,1637846543190-cddcea55-ea37-4ce6-8778-0b068ba020dd,1474536195771-180abe91-5d55-4426-ba7a-76b5fec1a897,Old School,Company,"Food, drink and hospitality",Takeaway,Bakery,Yoco Online,In-Person,Card Machine,Western Cape,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-16 14:55:35,1637074535248-17be3d0c-0cc7-4902-a215-e8aafbc3191a,1501680821448-190eeff4-b3d0-4674-9f69-3dc56692504b,The Cut Above BarberShop,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Yoco Online,In-Person,Card Machine,Kwazulu-Natal,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-28 06:04:06,1635401045952-b04cd35e-8f04-4831-ab22-34abecd7750f,1505224680537-7903972e-3a59-42e1-83cb-485992adee13,Food Glorious Food,Company,"Food, drink and hospitality",Takeaway,Food truck / cart,Yoco Online,In-Person,Card Machine,Western Cape,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-22 13:17:45,1637587065253-0c64a439-6389-4ca2-951d-b6214b8cf7a3,1505216474210-01bf2eb5-2348-492c-a824-9f4a3c98d599,Noizy Needlez,Company,Retail,Retail transport,Automotive Parts/Accessories,Yoco Online,In-Person,Card Machine,Mpumalanga,Daily,3 - very_small,South African
Lulalend,5. offer rejected : provider,2021-09-30 01:04:48,aaa0a118-90f0-4ceb-a625-4ccc7c8fa9ad,1525870087639-557a6be1-10ac-4531-b7fe-a13ff3b7ff20,Pristine Halaal Products,Sole Proprietor,Retail,Retail home,Food/Beverage/Grocery,Yoco Online,In-Person,Card Machine,Eastern Cape,Daily,5 - small_2,South African
